cnn_output,vit_class_0,vit_class_1,target
0.97474617,0.96138495,0.038614992,0.0
0.08427943,0.022075672,0.9779242,1.0
0.9540286,0.0031409855,0.99685895,1.0
0.98281574,0.07788856,0.9221114,0.0
0.2725834,0.996683,0.00331707,0.0
0.98207283,0.41097465,0.5890252,1.0
0.2540984,0.2551063,0.7448937,1.0
0.94865954,0.9868153,0.013184694,0.0
0.97953475,0.99951965,0.00048027225,0.0
0.9462966,0.99744713,0.002552734,0.0
0.11309119,0.04939458,0.9506055,1.0
0.08264823,0.9966505,0.0033493724,0.0
0.3399889,0.0032756326,0.9967243,1.0
0.18732801,0.39922652,0.6007734,0.0
0.095419355,0.97255725,0.027442696,0.0
0.9792607,0.9494636,0.050536275,0.0
0.87248206,0.00058487506,0.99941504,1.0
0.19297127,0.21988301,0.7801171,1.0
0.14160222,0.99936706,0.0006329659,0.0
0.35386145,0.0024415068,0.9975584,1.0
0.9883423,0.000742486,0.99925756,1.0
0.088996075,0.005562785,0.99443716,1.0
0.21319896,0.45959675,0.5404032,1.0
0.9177138,0.0008564807,0.9991435,1.0
0.39383844,0.0066114073,0.99338853,1.0
0.43224275,0.005270323,0.99472964,1.0
0.35127118,0.9853868,0.014613156,0.0
0.115930244,0.013497082,0.9865028,1.0
0.16422105,0.013767664,0.9862323,1.0
0.5041529,0.9941956,0.0058043473,0.0
0.9265968,0.9999997,2.2341025e-07,0.0
0.43597847,0.27476853,0.7252315,0.0
0.88506013,0.0006158093,0.9993842,1.0
0.066568665,9.073228e-05,0.9999092,1.0
0.15075754,0.8774624,0.12253757,0.0
0.98205596,0.8114404,0.18855959,0.0
0.23423089,0.19925654,0.80074346,0.0
0.9237743,0.99981856,0.00018137346,0.0
0.8930997,0.31911886,0.6808812,1.0
0.24594076,0.99977136,0.00022856354,0.0
0.37089172,0.00045630673,0.9995436,1.0
0.37907177,0.3075072,0.6924927,1.0
0.40015805,0.70394135,0.29605862,0.0
0.8750895,0.97062415,0.029375833,0.0
0.9917534,0.1535878,0.8464121,1.0
0.9203921,0.9604517,0.03954829,0.0
0.9094857,0.18125317,0.81874686,1.0
0.18431832,0.00012657895,0.9998734,1.0
0.9806838,0.015642224,0.9843578,1.0
0.42363715,0.28465596,0.7153441,0.0
0.41600043,0.93779093,0.062209025,0.0
0.16088752,0.9093909,0.090608984,0.0
0.14932635,0.841927,0.15807298,1.0
0.43747142,0.0014367896,0.9985632,1.0
0.9194165,0.9961994,0.0038005349,0.0
0.083617665,0.89066726,0.10933278,0.0
0.97489786,0.8575288,0.14247125,0.0
0.25743243,0.9999811,1.8827543e-05,0.0
0.1799137,0.8616435,0.13835645,0.0
0.7958729,6.9858914e-05,0.9999301,1.0
0.17909007,0.99915284,0.00084704655,0.0
0.36057484,0.0012079799,0.99879193,1.0
0.98379576,0.9725621,0.027437842,0.0
0.11448828,0.0041795024,0.9958205,1.0
0.18690632,0.92683303,0.073167,0.0
0.08262926,0.97404593,0.025954004,0.0
0.9761309,0.00047952795,0.99952036,1.0
0.8211059,0.18790834,0.81209165,1.0
0.63353497,0.590827,0.40917292,0.0
0.9798668,0.009354542,0.99064547,1.0
0.98686355,0.047228415,0.9527716,1.0
0.9822951,8.530321e-05,0.9999146,1.0
0.9829048,0.00068273477,0.9993172,1.0
0.17563531,0.80821836,0.1917816,0.0
0.17617218,0.9998479,0.0001521077,0.0
0.97091025,0.0025304048,0.9974696,1.0
0.9762829,0.005809628,0.99419034,1.0
0.03531867,0.031782363,0.9682177,1.0
0.032597043,0.71573776,0.28426224,0.0
0.14748083,0.13935314,0.86064684,1.0
0.95615286,0.0009539543,0.999046,1.0
0.07901686,0.99978375,0.00021630718,0.0
0.2926072,0.999841,0.00015894341,0.0
0.97453105,0.0028106943,0.9971893,1.0
0.9839439,0.99958056,0.00041945232,0.0
0.12128569,0.9991349,0.00086502434,0.0
0.9370678,0.35087508,0.6491249,1.0
0.20347357,0.09615297,0.903847,1.0
0.19639482,0.9775058,0.022494202,0.0
0.4205347,0.9548631,0.045136854,0.0
0.07054427,0.99086344,0.009136526,0.0
0.108908206,0.14072981,0.85927016,1.0
0.2446061,0.0001905541,0.9998095,1.0
0.13309702,0.82061476,0.17938529,0.0
0.40067196,0.92720133,0.072798595,0.0
0.3128002,0.0003964711,0.99960357,1.0
0.2436728,0.9993873,0.00061266613,0.0
0.42498437,0.9999482,5.1708095e-05,0.0
0.30216697,0.9992011,0.0007989573,0.0
0.064777724,0.99988943,0.00011050111,0.0
0.10526424,0.87409616,0.1259039,0.0
0.04553843,0.97972685,0.020273238,0.0
0.9864511,0.25587195,0.7441281,1.0
0.038363792,0.99757224,0.0024277477,0.0
0.9879633,0.77139634,0.22860368,0.0
0.41032574,0.918944,0.08105596,1.0
0.9486859,6.56912e-05,0.99993426,1.0
0.9820113,0.0024498524,0.9975501,1.0
0.024942137,0.9999177,8.2298684e-05,0.0
0.3869489,0.00018797893,0.9998121,1.0
0.66611207,0.99936324,0.00063681544,0.0
0.59290266,0.999937,6.298391e-05,0.0
0.8795273,0.0058054677,0.9941945,1.0
0.4394221,0.2583281,0.7416719,1.0
0.8278178,0.9887995,0.011200383,0.0
0.19892575,0.0012185136,0.99878144,1.0
0.28807095,0.15839574,0.8416043,0.0
0.16592152,0.9990366,0.00096336374,0.0
0.3042536,0.97881156,0.021188483,0.0
0.9774015,0.59519,0.40480995,0.0
0.2398073,0.69044673,0.30955327,0.0
0.17179969,0.10081848,0.8991815,0.0
0.39827296,0.96233714,0.037662756,0.0
0.94711834,0.13313457,0.8668654,1.0
0.48363328,0.24321872,0.75678116,0.0
0.035336018,0.9382846,0.061715346,1.0
0.64145166,0.00083559257,0.9991644,1.0
0.1316109,0.95350516,0.04649479,0.0
0.070496485,0.003867412,0.99613255,1.0
0.2822051,0.00076100306,0.99923897,1.0
0.1809401,0.99988276,0.00011714599,0.0
0.29976764,0.99996716,3.2744018e-05,0.0
0.35880515,0.8992221,0.10077796,0.0
0.62366027,0.99814177,0.0018582102,0.0
0.35494763,0.0453097,0.95469034,1.0
0.75024116,0.080984935,0.9190151,1.0
0.098012485,0.0001661278,0.9998338,1.0
0.6089307,0.94829947,0.051700518,0.0
0.08797311,0.0077682063,0.9922317,1.0
0.35916626,0.9998019,0.00019821012,0.0
0.9865613,0.00090997637,0.9990901,1.0
0.5328407,0.0002551424,0.9997449,1.0
0.3187176,0.9998696,0.00013050759,0.0
0.108668424,0.8983651,0.101634964,0.0
0.1069253,0.00022307406,0.99977684,1.0
0.9819993,0.9530638,0.04693621,0.0
0.4445387,0.89969146,0.10030855,0.0
0.10503967,0.9999998,1.0163601e-07,0.0
0.97839755,0.998112,0.0018878881,0.0
0.01726113,0.14300962,0.8569904,1.0
0.89776266,0.0015614065,0.9984386,1.0
0.37308785,0.03501684,0.96498317,1.0
0.9633404,0.0006517979,0.9993482,1.0
0.952186,0.36330113,0.63669884,0.0
0.3996964,0.016879594,0.9831204,1.0
0.38199407,0.998667,0.0013329764,0.0
0.6015079,0.37108356,0.62891644,1.0
0.40315884,0.00040080133,0.99959916,1.0
0.10916661,0.0008153944,0.99918455,1.0
0.09932948,0.7228567,0.27714324,1.0
0.07790893,0.33843046,0.66156954,1.0
0.16663934,0.0065534497,0.9934466,1.0
0.14429371,0.9145776,0.08542233,0.0
0.0803591,0.016065491,0.98393446,1.0
0.15031359,0.00087968993,0.99912024,1.0
0.084836386,0.99292845,0.007071515,0.0
0.9732708,0.9998472,0.00015278246,0.0
0.9801759,0.65154046,0.34845957,0.0
0.55622476,9.0863985e-05,0.9999091,1.0
0.13849297,0.9985695,0.0014305422,0.0
0.46965376,0.0062749786,0.99372494,1.0
0.6574576,0.005463877,0.99453616,1.0
0.6879844,0.000269198,0.9997308,1.0
0.73726577,0.0075894464,0.9924106,1.0
0.9627742,0.0044758567,0.9955241,1.0
0.9816784,0.85644615,0.14355387,1.0
0.9824727,0.99981904,0.00018103588,0.0
0.9733208,0.7989607,0.20103942,1.0
0.8799571,0.94729763,0.052702367,0.0
0.2267668,0.87350196,0.12649803,1.0
0.3152752,0.0012248452,0.99877524,1.0
0.9793034,0.9995975,0.00040257198,0.0
0.19854493,0.56449175,0.4355082,1.0
0.47640723,0.009299038,0.99070096,1.0
0.05935759,8.825923e-05,0.9999117,1.0
0.1171311,0.99936336,0.000636702,0.0
0.07116,0.008828367,0.9911717,1.0
0.9660121,0.22428045,0.7757196,1.0
0.39218113,0.6043601,0.39563993,0.0
0.9764822,0.96083295,0.039166983,0.0
0.19907115,0.95753706,0.04246288,0.0
0.97147536,0.99860597,0.0013940313,0.0
0.113338195,0.019444328,0.9805558,1.0
0.19383144,0.99775624,0.0022436832,0.0
0.9545799,0.8212007,0.17879929,0.0
0.9529247,0.954892,0.045108084,0.0
0.47087651,0.9997121,0.00028797623,0.0
0.51235855,0.9990791,0.00092085614,0.0
0.1528237,0.00025464347,0.99974537,1.0
0.9258626,0.7276356,0.27236444,0.0
0.9752728,0.93959093,0.06040908,0.0
0.38412026,0.99985504,0.00014510045,0.0
0.724027,0.5161487,0.48385128,1.0
0.2765733,0.00022720515,0.9997728,1.0
0.08509095,0.9928036,0.0071964967,0.0
0.1337586,0.00033827306,0.9996617,1.0
0.7551597,0.9812263,0.018773703,0.0
0.9846163,0.9992286,0.0007713568,0.0
0.8958893,0.99929214,0.00070791965,1.0
0.92717016,0.9985462,0.001453804,0.0
0.13105227,0.99982834,0.00017164092,0.0
0.84578305,0.99931294,0.00068706437,0.0
0.7311579,0.6061168,0.39388314,0.0
0.25461492,0.9796621,0.02033786,0.0
0.8072711,0.48956773,0.51043224,0.0
0.18602122,0.022382673,0.9776173,1.0
0.95295715,0.7727423,0.2272576,0.0
0.113366514,0.06526281,0.93473715,0.0
0.11030982,0.87920886,0.120791204,0.0
0.293887,0.002869451,0.9971305,1.0
0.33544594,0.00017487352,0.99982524,1.0
0.12034338,0.0011330475,0.9988669,1.0
0.23270312,0.00021885699,0.99978113,1.0
0.114443794,0.00077583385,0.99922425,1.0
0.030676994,0.024381898,0.97561806,1.0
0.79690814,0.0011742186,0.9988257,1.0
0.23604853,0.73131746,0.2686825,1.0
0.9653293,0.9998696,0.00013037697,0.0
0.22156341,0.9999278,7.20838e-05,0.0
0.094123535,0.45730147,0.54269856,0.0
0.1348528,0.9156898,0.08431017,0.0
0.9808635,0.0022759594,0.997724,1.0
0.3840278,0.00040165655,0.9995983,1.0
0.3261449,0.99891526,0.0010846705,0.0
0.9453801,0.999366,0.00063404173,0.0
0.09037099,0.9994184,0.0005815038,0.0
0.9314253,0.9845625,0.015437418,0.0
0.5307604,0.9993318,0.0006682278,1.0
0.2883109,0.0007701321,0.9992299,1.0
0.3559653,0.0038722293,0.99612767,1.0
0.0589032,0.3159404,0.6840595,0.0
0.98510903,0.41630095,0.583699,0.0
0.5530561,0.99957174,0.00042819738,0.0
0.3619552,0.9996236,0.00037643098,0.0
0.8433737,0.99952406,0.00047588264,0.0
0.93115383,0.6450697,0.35493028,0.0
0.04279179,0.006816574,0.9931834,1.0
0.83285606,0.0057693636,0.99423057,1.0
0.9758497,0.99939644,0.0006034839,0.0
0.2969648,0.055192884,0.9448071,1.0
0.93155044,0.009272375,0.99072766,1.0
0.31766078,0.9984188,0.001581024,0.0
0.4211211,0.99684495,0.0031550212,0.0
0.99280363,0.95597845,0.04402158,0.0
0.50792813,0.0002352219,0.9997647,1.0
0.5211476,0.99999374,6.214199e-06,0.0
0.7534279,0.9352253,0.06477458,0.0
0.31118843,0.0047207484,0.9952793,1.0
0.2711906,0.99930876,0.0006912137,0.0
0.16779608,0.005229375,0.9947706,1.0
0.094720505,0.77408916,0.22591081,0.0
0.21838416,0.99984074,0.0001591882,0.0
0.98937076,0.94071513,0.059284825,0.0
0.1841385,0.006485645,0.9935143,1.0
0.7244572,0.99946797,0.0005319853,0.0
0.818227,0.9987256,0.0012744112,0.0
0.15162829,0.99998254,1.7378614e-05,0.0
0.41765952,0.99507797,0.004921875,0.0
0.39699847,0.8993561,0.10064396,0.0
0.6581374,0.9958703,0.0041297814,0.0
0.9610062,0.97475934,0.025240516,0.0
0.5005342,0.09169029,0.90830976,1.0
0.011876786,0.99766606,0.0023339156,0.0
0.100142844,0.003481541,0.99651843,1.0
0.8867082,0.9674653,0.032534566,0.0
0.10852122,0.9778753,0.022124749,0.0
0.33099106,0.9759777,0.024022298,0.0
0.46965283,0.5878878,0.41211212,0.0
0.1440282,0.011542036,0.988458,1.0
0.8188565,0.99984574,0.00015425376,0.0
0.9824509,0.0010776616,0.9989223,1.0
0.13310729,0.99939835,0.0006016315,0.0
0.96943474,0.9896988,0.010301136,1.0
0.24682,0.99728435,0.0027156014,0.0
0.7527971,0.0008450376,0.99915487,1.0
0.40066582,0.020216146,0.97978383,1.0
0.09583788,0.99985313,0.0001470004,0.0
0.9368246,0.03933356,0.9606663,1.0
0.9448488,0.99973166,0.00026837562,0.0
0.3026268,0.800457,0.19954303,0.0
0.2966841,0.95258707,0.04741284,0.0
0.869888,0.9922756,0.0077244127,0.0
0.9478706,0.9999487,5.1246898e-05,0.0
0.98289317,0.00019686153,0.99980307,1.0
0.6581017,0.00050773117,0.9994922,1.0
0.042052235,0.99227595,0.007723951,0.0
0.009449058,0.41783738,0.5821626,1.0
0.9865341,0.9992291,0.0007709685,0.0
0.25141454,0.047925275,0.95207477,1.0
0.01881647,0.13464595,0.86535406,1.0
0.07110058,0.8262292,0.17377077,1.0
0.5788445,0.9917528,0.008247218,0.0
0.9821512,2.0186963e-05,0.9999798,1.0
0.1367018,0.12717402,0.8728259,1.0
0.43707156,0.009936202,0.9900638,1.0
0.036998514,0.33422163,0.66577834,1.0
0.9765603,0.18106323,0.81893677,0.0
0.6254583,0.7470997,0.25290033,0.0
0.55167603,0.99989086,0.00010901108,0.0
0.9828844,0.9997128,0.00028726985,0.0
0.38007718,0.7932211,0.2067789,0.0
0.90090495,0.28014225,0.7198578,1.0
0.3846148,0.9988349,0.001165052,0.0
0.18424985,0.97314346,0.026856484,0.0
0.22255473,0.00013740994,0.9998627,1.0
0.21359022,0.90874404,0.09125596,0.0
0.6150811,0.9997028,0.0002972636,0.0
0.3627742,0.32514605,0.67485404,1.0
0.31926742,0.9988667,0.0011333791,0.0
0.4240483,0.93706965,0.06293033,0.0
0.97747844,0.95056087,0.049439162,0.0
0.1229667,0.14376824,0.85623175,1.0
0.18939127,0.70489967,0.2951003,1.0
0.992373,0.9997089,0.00029118516,0.0
0.060702644,0.58904546,0.41095454,0.0
0.45324302,0.99902195,0.000977952,0.0
0.39927414,0.12236469,0.8776353,0.0
0.9888393,0.99877095,0.0012291332,0.0
0.11458221,0.6819082,0.31809184,0.0
0.44369137,0.9998911,0.00010883753,0.0
0.98535717,0.008745611,0.99125427,1.0
0.38628817,0.9991892,0.00081079133,0.0
0.9702969,0.77912253,0.22087747,0.0
0.15546228,0.9371403,0.06285984,0.0
0.854889,0.991706,0.008293986,0.0
0.8878763,0.99956304,0.00043696855,0.0
0.1722792,0.0020078083,0.9979921,1.0
0.29421756,0.00036815193,0.99963194,1.0
0.96658903,0.91195184,0.08804823,0.0
0.9026789,0.0005651933,0.9994348,1.0
0.9104218,0.0090272045,0.99097276,1.0
0.65719146,0.23590098,0.7640991,1.0
0.98122346,0.03457779,0.9654223,1.0
0.9885495,0.28368136,0.71631867,1.0
0.16042466,0.9384359,0.061564118,0.0
0.54738736,0.99996847,3.1505275e-05,0.0
0.22814165,0.9954966,0.0045033316,0.0
0.12702781,0.47919643,0.52080363,0.0
0.31689328,0.00074646884,0.9992535,1.0
0.99053365,0.0012044556,0.9987955,1.0
0.50317895,0.9469884,0.05301163,0.0
0.14742497,0.08705398,0.91294605,1.0
0.31606874,0.9938106,0.0061894786,0.0
0.91853464,0.9999735,2.6471122e-05,0.0
0.75772315,0.9910115,0.008988546,0.0
0.97986466,0.24961907,0.750381,1.0
0.9549737,0.00052241294,0.99947745,1.0
0.99146265,0.9951661,0.0048338305,0.0
0.9336239,0.95880055,0.041199487,0.0
0.28291,0.1415119,0.8584881,1.0
0.120386496,0.19261238,0.80738765,1.0
0.97051185,0.69174254,0.30825752,1.0
0.6575955,0.4605566,0.5394435,0.0
0.50158155,0.62005615,0.3799439,0.0
0.9776321,0.9999965,3.4072564e-06,0.0
0.08870526,0.00032490172,0.99967515,1.0
0.9377975,0.980866,0.01913395,0.0
0.5931918,0.030318977,0.96968096,1.0
0.95846343,0.8143838,0.18561628,1.0
0.7972179,0.010149464,0.9898504,1.0
0.97721624,0.004232038,0.99576795,1.0
0.53191566,0.00019974532,0.9998002,1.0
0.9127929,0.9436161,0.056383975,1.0
0.9719491,0.9785221,0.021477839,1.0
0.9687907,0.9999973,2.650875e-06,0.0
0.90973514,0.0055949446,0.99440503,1.0
0.39166173,0.0016796698,0.9983203,1.0
0.16119996,0.8350645,0.1649355,0.0
0.21206053,0.99938637,0.0006136708,0.0
0.18245564,0.99536407,0.0046359585,0.0
0.23493762,0.032011867,0.96798813,1.0
0.21320142,0.05388476,0.9461152,1.0
0.71084404,0.008421181,0.9915788,1.0
0.988238,0.83705443,0.16294557,0.0
0.9667187,0.8909583,0.109041765,1.0
0.98109645,0.012825339,0.98717475,1.0
0.044812053,0.9780815,0.021918539,0.0
0.97867477,0.9995106,0.0004893209,0.0
0.96577597,0.89866734,0.10133261,0.0
0.42085338,0.9839072,0.016092738,0.0
0.10789371,0.99936634,0.0006336316,0.0
0.098813646,0.00080711365,0.9991929,1.0
0.18405858,0.035736207,0.9642637,1.0
0.17934816,0.9938923,0.0061077606,0.0
0.09803683,0.96810734,0.031892672,0.0
0.92054284,0.99509376,0.0049062297,0.0
0.453728,0.00056403736,0.999436,1.0
0.28514084,0.923441,0.07655898,0.0
0.8767825,0.9675856,0.03241439,0.0
0.1408536,0.9998805,0.00011946705,0.0
0.35271093,0.99214303,0.007857001,0.0
0.9814904,0.00025301016,0.99974704,1.0
0.973551,0.0012345362,0.99876547,1.0
0.9638009,0.002362608,0.9976374,1.0
0.044307314,0.9999854,1.4493632e-05,0.0
0.9818764,0.919877,0.080123104,0.0
0.13602231,0.28248775,0.71751225,0.0
0.10242519,0.99738187,0.0026181405,0.0
0.18787147,0.5669928,0.43300718,0.0
0.050923996,0.000719231,0.9992807,1.0
0.57694066,0.0098473495,0.99015266,1.0
0.13030162,0.9918728,0.008127114,0.0
0.2540754,0.99974406,0.00025597643,0.0
0.27607104,0.9998183,0.00018172975,0.0
0.16810602,0.0006243263,0.99937564,1.0
0.09434912,0.0005592265,0.9994408,1.0
0.97403175,0.91923445,0.08076544,1.0
0.62725294,0.001655754,0.9983442,1.0
0.25553885,0.9999141,8.5792184e-05,0.0
0.88380283,0.9677831,0.03221697,0.0
0.96950287,0.97603315,0.023966763,0.0
0.53858566,0.78597647,0.21402358,0.0
0.12944485,0.00017803603,0.9998219,1.0
0.33338,0.008617421,0.9913825,1.0
0.18846725,0.23623192,0.7637681,0.0
0.089062676,0.9999878,1.220538e-05,0.0
0.3370532,0.9989429,0.0010570977,0.0
0.12994365,0.99740267,0.0025971946,0.0
0.07901388,0.0006519855,0.999348,1.0
0.11377288,0.29424888,0.7057511,0.0
0.09685035,4.9931e-05,0.99995,1.0
0.103719525,0.0038661393,0.99613386,1.0
0.3791005,0.01461694,0.98538303,1.0
0.97311133,0.00016371037,0.9998362,1.0
0.9884805,0.9818887,0.018111285,0.0
0.106263965,0.75282645,0.24717359,0.0
0.92171144,0.028765518,0.9712345,1.0
0.39729655,0.9998691,0.00013093938,0.0
0.22692882,0.98771423,0.012285821,0.0
0.47749826,0.084177926,0.91582215,1.0
0.0566054,0.6065098,0.39349014,1.0
0.13951622,0.0033132064,0.99668676,1.0
0.7433105,0.96346307,0.036536947,0.0
0.21214272,0.0026550815,0.9973449,1.0
0.06034632,0.6136425,0.38635755,1.0
0.97608995,0.23173347,0.7682665,1.0
0.9833014,0.1536404,0.84635967,1.0
0.090443335,0.00028893354,0.99971116,1.0
0.44925356,0.11455406,0.88544583,0.0
0.079337955,0.0059459545,0.9940541,1.0
0.41191983,0.0005653759,0.9994346,1.0
0.12194703,0.99951094,0.00048904744,0.0
0.10066537,0.00012734832,0.9998727,1.0
0.9847091,0.0013338578,0.99866617,1.0
0.7554036,0.83157235,0.16842754,0.0
0.97202075,0.0032297187,0.9967702,1.0
0.26264593,0.9812246,0.018775383,1.0
0.545969,0.006828649,0.99317133,1.0
0.9790302,0.00092772255,0.9990722,1.0
0.9836101,0.99964404,0.00035599835,0.0
0.7015961,0.038818248,0.96118176,1.0
0.11212611,0.9996816,0.00031840938,0.0
0.9774442,0.9994953,0.00050457346,0.0
0.34043005,0.9998145,0.00018550112,0.0
0.063170366,0.0023470367,0.9976529,1.0
0.9722645,0.022554828,0.97744507,1.0
0.32671452,0.34246823,0.6575317,1.0
0.11440084,0.0026412306,0.9973587,1.0
0.018785134,0.99628276,0.003717256,0.0
0.0977162,0.99710995,0.0028899878,0.0
0.6352841,0.30815986,0.69184023,1.0
0.49820793,0.9995602,0.00043984168,0.0
0.9837373,0.4907027,0.5092974,1.0
0.9763352,0.9997704,0.00022956777,0.0
0.27732185,0.21600111,0.7839989,0.0
0.90608466,0.6257021,0.37429783,1.0
0.30214828,0.84434,0.15566003,0.0
0.22236831,0.02806797,0.971932,1.0
0.17806679,0.016848927,0.9831511,1.0
0.004140935,0.040083278,0.9599168,1.0
0.41786525,0.99991125,8.8727575e-05,0.0
0.9514758,0.40490228,0.59509784,1.0
0.9182787,0.9952989,0.0047010956,0.0
0.936018,0.9149857,0.08501415,0.0
0.17491153,0.4651327,0.5348673,1.0
0.07745616,0.0014339432,0.99856603,1.0
0.13984174,0.99997777,2.2194901e-05,0.0
0.21806976,0.0018726556,0.9981274,1.0
0.9739591,0.9128384,0.08716163,0.0
0.368143,0.9960348,0.003965086,0.0
0.42273602,0.58933055,0.4106694,1.0
0.94548416,0.5754403,0.42455965,1.0
0.32440498,0.0054314127,0.9945685,1.0
0.11508989,0.999652,0.00034802716,0.0
0.94414604,0.29868057,0.70131946,1.0
0.98143035,0.005931269,0.99406874,1.0
0.2767917,0.9989483,0.0010517667,0.0
0.97828543,0.00040892963,0.99959105,1.0
0.98655987,0.95099854,0.04900148,0.0
0.98885065,0.9987549,0.001245096,0.0
0.14891244,0.9983624,0.0016375843,0.0
0.21311527,0.8568978,0.14310215,0.0
0.4123456,0.07705056,0.92294943,1.0
0.66935384,0.020333607,0.97966635,1.0
0.31337714,0.0003976297,0.9996024,1.0
0.9771321,0.18565167,0.81434834,1.0
0.20717026,0.7849111,0.21508877,0.0
0.8339788,0.0004887312,0.9995112,1.0
0.35206407,0.99687797,0.0031219635,0.0
0.35641873,0.15559964,0.8444004,1.0
0.16772391,0.98669654,0.013303405,0.0
0.09691068,0.010981012,0.98901904,1.0
0.9888082,0.98891133,0.0110886665,0.0
0.04423615,0.46589226,0.5341077,1.0
0.5266298,0.9999221,7.783406e-05,0.0
0.20206332,0.00022232711,0.9997778,1.0
0.49827513,0.99476075,0.005239252,0.0
0.66225916,7.3530296e-06,0.99999255,1.0
0.4199573,0.0017198471,0.99828017,1.0
0.98045653,0.94923663,0.050763424,0.0
0.65716445,0.9998741,0.00012599131,0.0
0.41720545,0.99966264,0.00033738936,0.0
0.9764658,0.9982306,0.0017693805,0.0
0.19847342,0.0053693815,0.99463063,1.0
0.27363908,0.83839804,0.16160204,0.0
0.5870839,0.9447527,0.055247273,0.0
0.10622087,0.0025378135,0.9974621,1.0
0.12881696,0.004116881,0.9958831,1.0
0.14173976,0.28165662,0.7183434,1.0
0.98458505,0.998006,0.0019939134,0.0
0.98311687,0.9187005,0.081299454,0.0
0.43536562,0.024855653,0.9751443,0.0
0.05868822,0.9606575,0.03934254,0.0
0.9813151,0.0029049553,0.997095,1.0
0.27756414,0.9850713,0.014928745,0.0
0.9766393,0.9999514,4.8473055e-05,0.0
0.34084612,0.9999389,6.0985e-05,0.0
0.978501,0.99789613,0.0021038915,0.0
0.8644317,0.99948484,0.0005150365,0.0
0.026851019,0.9840894,0.015910693,0.0
0.9793586,0.0051480667,0.99485195,1.0
0.37620923,0.99993664,6.335238e-05,0.0
0.18805838,0.002427153,0.9975728,1.0
0.11328217,0.003568089,0.99643195,1.0
0.9830008,0.9992299,0.0007700642,0.0
0.24455492,0.9990883,0.00091172336,0.0
0.11624976,0.0031797907,0.9968202,1.0
0.47712946,0.00043796684,0.99956197,1.0
0.49698263,0.9970076,0.002992335,0.0
0.6814266,0.33555365,0.66444635,0.0
0.2185821,0.99799746,0.0020025594,0.0
0.050591275,0.00015320658,0.99984694,1.0
0.31855363,0.9692098,0.030790195,0.0
0.54680294,0.00010367501,0.9998962,1.0
0.080340385,0.9998381,0.00016199038,0.0
0.9753144,0.9996261,0.00037397174,0.0
0.0146694975,0.008549769,0.9914502,1.0
0.9733597,0.9975075,0.0024924586,0.0
0.38773653,0.98866045,0.011339707,0.0
0.96969837,0.20305051,0.79694945,1.0
0.98699945,0.0054527204,0.9945472,1.0
0.8900761,0.0022073144,0.9977927,1.0
0.98308396,0.00018402463,0.99981594,1.0
0.0016009164,0.0012114369,0.9987886,1.0
0.9805726,0.117762625,0.8822375,1.0
0.9676088,0.8976117,0.102388345,0.0
0.9212234,0.5410636,0.45893636,1.0
0.99059856,0.00010503921,0.9998949,1.0
0.76523805,0.9998491,0.00015086791,0.0
0.9714877,0.0054023834,0.99459755,1.0
